Date,Time,Open,High,Low,Close,Volume,OI
2022-11-18,09:15:00,2.0,2.0,2.0,2.0,0,0
2022-11-21,09:15:00,2.0,2.0,2.0,2.0,0,0
2022-11-22,09:15:00,2.0,2.0,2.0,2.0,0,0
2022-11-23,09:15:00,2.0,2.0,2.0,2.0,0,0
2022-11-24,09:15:00,2.0,2.0,2.0,2.0,0,0
2022-11-25,09:15:00,2.0,2.0,2.0,2.0,0,0
2022-11-28,09:15:00,2.0,2.0,2.0,2.0,0,0
2022-11-29,09:15:00,2.0,2.0,2.0,2.0,0,0
2022-12-16,12:27:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,12:33:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,12:42:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,12:48:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,12:57:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,13:06:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,13:12:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,13:24:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,13:27:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,13:30:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,13:39:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,13:42:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,13:57:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:12:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:15:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:27:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:33:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:39:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:42:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:45:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:48:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:54:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,14:57:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,15:00:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,15:06:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,15:12:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,15:15:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,15:18:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,15:24:00,390.6,390.6,390.6,390.6,0,0
2022-12-16,15:27:00,390.6,390.6,390.6,390.6,0,0
2022-12-19,12:54:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,12:57:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:00:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:03:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:06:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:09:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:12:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:15:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:18:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:21:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:24:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:27:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:30:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:33:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:36:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:39:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:42:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:45:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:48:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:51:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:54:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,13:57:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:00:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:03:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:06:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:09:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:12:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:15:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:18:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:21:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:24:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:27:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:30:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:33:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:36:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:39:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:42:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:45:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:48:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:51:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:54:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,14:57:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:00:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:03:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:06:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:09:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:12:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:15:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:18:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:21:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:24:00,259.0,259.0,259.0,259.0,0,100
2022-12-19,15:27:00,259.0,259.0,259.0,259.0,0,100
2022-12-21,14:36:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,14:51:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,14:57:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,15:06:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,15:09:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,15:12:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,15:15:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,15:18:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,15:21:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,15:24:00,259.0,259.0,259.0,259.0,0,150
2022-12-21,15:27:00,259.0,259.0,259.0,259.0,0,150
2022-12-22,10:36:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,10:39:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,10:42:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,10:45:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,10:48:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,10:51:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,10:54:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,10:57:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:00:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:03:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:06:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:09:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:12:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:15:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:18:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:21:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:24:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:27:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:30:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:33:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:36:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:39:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:42:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:45:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:48:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:51:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:54:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,11:57:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:00:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:03:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:06:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:09:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:12:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:15:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:18:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:21:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:24:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:27:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:30:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:33:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:36:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:39:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:42:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:45:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:48:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:51:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:54:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,12:57:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:00:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:03:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:06:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:09:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:12:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:15:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:18:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:21:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:24:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:27:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:30:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:33:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:36:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:39:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:42:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:45:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:48:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:51:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:54:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,13:57:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,14:00:00,340.0,340.0,340.0,340.0,0,200
2022-12-22,14:03:00,340.0,340.0,340.0,340.0,0,200
