Date,Time,Open,High,Low,Close,Volume,OI
2022-11-18,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-11-21,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-11-22,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-11-23,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-11-24,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-11-25,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-11-28,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-11-29,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-11-30,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-01,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-02,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-05,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-06,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-07,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-08,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-09,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-12,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-13,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-14,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-15,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-16,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-19,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-20,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-21,09:15:00,532.45,532.45,532.45,532.45,0,0
2022-12-22,09:15:00,532.45,532.45,532.45,532.45,0,0
2023-01-06,09:15:00,907.05,907.05,907.05,907.05,0,0
2023-01-06,09:18:00,907.05,907.05,907.05,907.05,0,0
2023-01-06,09:21:00,907.05,907.05,907.05,907.05,0,0
2023-01-06,09:24:00,907.05,907.05,907.05,907.05,0,0
2023-01-06,09:27:00,907.05,907.05,907.05,907.05,0,0
