Date,Time,Open,High,Low,Close,Volume,OI
2022-12-16,13:03:00,143.1,143.1,99.8,100.0,1250,0
2022-12-16,13:06:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:09:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:12:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:15:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:18:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:21:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:24:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:27:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:30:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:33:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:36:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:39:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:42:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:45:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:48:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:51:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:54:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,13:57:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,14:00:00,100.0,100.0,100.0,100.0,0,0
2022-12-16,14:03:00,100.0,100.0,80.0,80.0,50,1250
2022-12-16,14:06:00,80.0,80.0,80.0,80.0,0,1250
2022-12-16,14:09:00,80.0,80.0,80.0,80.0,0,1250
2022-12-16,14:12:00,80.0,80.0,80.0,80.0,0,1250
2022-12-16,14:15:00,80.0,84.05,80.0,84.05,50,1300
2022-12-16,14:18:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:21:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:24:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:27:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:30:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:33:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:36:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:39:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:42:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:45:00,84.05,84.05,84.05,84.05,0,1300
2022-12-16,14:48:00,84.05,84.05,84.05,84.05,50,1350
2022-12-16,14:51:00,84.05,84.05,84.05,84.05,0,1350
2022-12-16,14:54:00,84.05,84.05,84.05,84.05,0,1350
2022-12-16,14:57:00,84.05,84.05,84.05,84.05,0,1350
2022-12-16,15:00:00,84.05,84.05,84.0,84.0,50,1400
2022-12-16,15:03:00,84.0,84.0,84.0,84.0,0,1400
2022-12-16,15:06:00,84.0,84.85,84.0,84.85,50,1400
2022-12-16,15:09:00,84.85,84.85,84.85,84.85,0,1400
2022-12-16,15:12:00,84.85,84.85,83.85,83.85,50,1400
2022-12-16,15:15:00,83.85,83.85,83.85,83.85,0,1400
2022-12-16,15:18:00,83.85,83.85,82.85,82.85,50,1400
2022-12-16,15:21:00,82.85,82.85,82.85,82.85,0,1400
2022-12-16,15:24:00,82.85,82.85,71.0,71.0,50,1400
2022-12-16,15:27:00,71.0,71.0,71.0,71.0,0,1400
2022-12-19,09:15:00,77.45,77.45,77.45,77.45,0,0
2022-12-19,09:18:00,77.45,81.05,77.45,81.05,300,1400
2022-12-19,09:21:00,81.05,81.05,81.05,81.05,0,1400
2022-12-19,09:24:00,81.05,81.05,81.05,81.05,0,1400
2022-12-19,09:27:00,81.05,81.05,81.05,81.05,0,1400
2022-12-19,09:30:00,81.05,81.05,63.7,63.7,50,1750
2022-12-19,09:33:00,63.7,63.7,63.7,63.7,0,1750
2022-12-19,09:36:00,63.7,63.7,63.7,63.7,0,1750
2022-12-19,09:39:00,63.7,63.7,63.7,63.7,0,1750
2022-12-19,09:42:00,63.7,68.5,63.7,68.5,100,1800
2022-12-19,09:45:00,68.5,80.0,68.5,80.0,300,1850
2022-12-19,09:48:00,80.0,80.0,80.0,80.0,250,1800
2022-12-19,09:51:00,80.0,80.0,74.0,74.0,100,2000
2022-12-19,09:54:00,74.0,80.0,74.0,80.0,950,2000
2022-12-19,09:57:00,80.0,80.0,80.0,80.0,0,2000
2022-12-19,10:00:00,80.0,80.0,80.0,80.0,0,2000
2022-12-19,10:03:00,80.0,85.05,80.0,85.05,50,2000
2022-12-19,10:06:00,85.05,85.05,85.05,85.05,0,2000
2022-12-19,10:09:00,85.05,85.05,85.05,85.05,0,2000
2022-12-19,10:12:00,85.05,85.05,85.05,85.05,0,2000
2022-12-19,10:15:00,85.05,85.05,84.65,85.0,450,2050
2022-12-19,10:18:00,85.0,85.5,85.0,85.5,500,2050
2022-12-19,10:21:00,85.5,85.5,85.5,85.5,0,2050
2022-12-19,10:24:00,85.5,85.5,82.0,82.0,50,2550
2022-12-19,10:27:00,82.0,82.0,82.0,82.0,0,2550
2022-12-19,10:30:00,82.0,87.4,82.0,87.4,500,2500
2022-12-19,10:33:00,87.4,87.4,84.3,84.3,400,2950
