Date,Time,Open,High,Low,Close,Volume,OI
2022-10-27,09:15:00,17771.4,17782.85,17751.85,17755.0,0,0
2022-10-27,09:18:00,17753.1,17779.05,17747.5,17778.35,0,0
2022-10-27,09:21:00,17779.25,17783.0,17761.8,17762.65,0,0
2022-10-27,09:24:00,17762.85,17767.65,17757.4,17766.45,0,0
2022-10-27,09:27:00,17766.25,17770.2,17762.9,17766.0,0,0
2022-10-27,09:30:00,17764.85,17772.1,17762.45,17769.45,0,0
2022-10-27,09:33:00,17769.95,17771.0,17761.6,17764.4,0,0
2022-10-27,09:36:00,17764.65,17774.5,17764.65,17772.7,0,0
2022-10-27,09:39:00,17772.7,17777.1,17768.85,17775.95,0,0
2022-10-27,09:42:00,17775.65,17776.55,17770.3,17775.65,0,0
2022-10-27,09:45:00,17775.5,17780.05,17761.25,17767.25,0,0
2022-10-27,09:48:00,17768.05,17773.6,17740.35,17745.8,0,0
2022-10-27,09:51:00,17745.95,17754.4,17744.5,17745.85,0,0
2022-10-27,09:54:00,17745.5,17749.5,17741.1,17742.15,0,0
2022-10-27,09:57:00,17741.9,17746.0,17738.9,17745.45,0,0
2022-10-27,10:00:00,17745.3,17753.6,17741.0,17745.9,0,0
2022-10-27,10:03:00,17745.85,17746.15,17737.35,17745.25,0,0
2022-10-27,10:06:00,17744.55,17745.8,17738.35,17741.75,0,0
2022-10-27,10:09:00,17740.65,17740.65,17729.55,17739.45,0,0
2022-10-27,10:12:00,17739.25,17739.25,17727.45,17731.4,0,0
2022-10-27,10:15:00,17730.0,17731.2,17718.4,17728.95,0,0
2022-10-27,10:18:00,17728.45,17739.5,17728.45,17736.25,0,0
2022-10-27,10:21:00,17735.95,17742.1,17734.75,17737.05,0,0
2022-10-27,10:24:00,17737.65,17746.85,17737.2,17745.8,0,0
2022-10-27,10:27:00,17745.7,17747.9,17738.85,17738.85,0,0
2022-10-27,10:30:00,17739.3,17740.9,17734.2,17734.2,0,0
2022-10-27,10:33:00,17734.0,17734.25,17726.8,17728.05,0,0
2022-10-27,10:36:00,17728.05,17728.05,17722.15,17725.25,0,0
2022-10-27,10:39:00,17724.8,17727.75,17722.05,17726.45,0,0
2022-10-27,10:42:00,17726.2,17729.9,17723.6,17723.95,0,0
2022-10-27,10:45:00,17724.05,17729.85,17719.65,17728.15,0,0
2022-10-27,10:48:00,17728.3,17732.5,17722.2,17722.35,0,0
2022-10-27,10:51:00,17722.5,17727.05,17719.75,17725.5,0,0
2022-10-27,10:54:00,17725.95,17732.55,17725.65,17728.9,0,0
2022-10-27,10:57:00,17728.85,17731.6,17726.45,17727.6,0,0
2022-10-27,11:00:00,17727.6,17737.2,17727.25,17736.85,0,0
2022-10-27,11:03:00,17737.15,17738.3,17734.2,17735.05,0,0
2022-10-27,11:06:00,17734.85,17735.45,17729.2,17733.0,0,0
2022-10-27,11:09:00,17733.45,17734.4,17729.75,17732.35,0,0
2022-10-27,11:12:00,17733.25,17737.6,17732.6,17735.75,0,0
2022-10-27,11:15:00,17735.6,17739.2,17727.25,17727.6,0,0
2022-10-27,11:18:00,17727.6,17728.0,17720.35,17721.0,0,0
2022-10-27,11:21:00,17721.3,17725.55,17719.35,17720.8,0,0
2022-10-27,11:24:00,17720.45,17725.1,17717.95,17723.7,0,0
2022-10-27,11:27:00,17723.4,17724.9,17720.4,17722.45,0,0
2022-10-27,11:30:00,17722.55,17724.4,17716.9,17718.8,0,0
2022-10-27,11:33:00,17719.15,17727.9,17718.6,17722.05,0,0
2022-10-27,11:36:00,17722.1,17722.35,17714.8,17717.0,0,0
2022-10-27,11:39:00,17716.9,17716.9,17710.5,17715.35,0,0
2022-10-27,11:42:00,17714.95,17718.0,17713.7,17715.6,0,0
2022-10-27,11:45:00,17716.1,17718.8,17714.6,17716.1,0,0
2022-10-27,11:48:00,17716.4,17719.9,17715.7,17716.4,0,0
